"register","index","code","desc","spec_type","length","spec_required","type","required","conditional_required","decimal","spec_in","spec_out","conditional_out_required","conditional_in_required"
"E310","17","VL_OUT_CRED_FCP","Valor total de Ajustes ""Outros créditos FCP"" e “Estorno de débitos FCP”","N","","O","float","True","","02","","","",""
"E310","18","VL_SLD_DEV_ANT_FCP","Valor total de Saldo devedor FCP antes das deduções","N","","O","float","True","","02","","","",""
"E310","19","VL_DEDUÇÕES_FCP","Valor total das deduções ""FCP""","N","","O","float","True","","02","","","",""
"E310","20","VL_RECOL_FCP","Valor recolhido ou a recolher referente ao FCP (18– 19)","N","","O","float","True","","02","","","",""
"E310","21","AR_FCP","Saldo credor a transportar para o período seguinte referente ao FCP","N","","O","float","True","","02","","","",""
"E310","22","DEB_ESP_FCP","Valores recolhidos ou a recolher, extra-apuração - FCP.","N","","O","float","True","","02","","","",""
"E311","2","COD_AJ_APUR","Código do ajuste da apuração e dedução, conforme a Tabela indicada no item 5.1.1","C","008*","O","char","True","","","","","",""
"E311","3","DESCR_COMPL_AJ","Descrição complementar do ajuste da apuração","C","","OC","char","","True","","","","",""
"E311","4","VL_AJ_APUR","Valor do ajuste da apuração","N","","O","float","True","","02","","","",""
"E312","2","NUM_DA","Número do documento de arrecadação estadual, se houver","C","","OC","char","","True","","","","",""
"E312","3","NUM_PROC","Número do processo ao qual o ajuste está vinculado, se houver","C","015","OC","char","","True","","","","",""
"E312","4","IND_PROC","Indicador da origem do processo: 0- Sefaz; 1- Justiça Federal; 2- Justiça Estadual; 9- Outros","N","001*","OC","int","","True","","","","",""
"E312","5","PROC","Descrição resumida do processo que embasou o lançamento","C","","OC","char","","True","","","","",""
"E312","6","TXT_COMPL","Descrição complementar","C","","OC","char","","True","","","","",""
"E313","2","COD_PART","Código do participante (campo 02 do Registro 0150)","C","060","O","char","True","","","","","",""
"E313","3","COD_MOD","Código do modelo do documento fiscal, conforme a Tabela 4.1.1","C","002*","O","char","True","","","","","",""
"E313","4","SER","Série do documento fiscal","C","004","OC","char","","True","","","","",""
"E313","5","SUB","Subsérie do documento fiscal","N","003","OC","int","","True","","","","",""
"E313","6","NUM_DOC","Número do documento fiscal","N","009","O","int","True","","","","","",""
"E316","2","COD_OR","Código da obrigação recolhida ou a recolher, conforme a Tabela 5.4","C","003*","O","char","True","","","","","",""
"E316","3","VL_OR","Valor da obrigação recolhida ou a recolher","N","","O","float","True","","02","","","",""
"E316","4","DT_VCTO","Data de vencimento da obrigação","N","008*","O","date","True","","","","","",""
"E316","5","COD_REC","Código de receita referente à obrigação, próprio da unidade da federação da origem/destino, conforme legislação estadual.","C","","O","char","True","","","","","",""
"E316","6","NUM_PROC","Número do processo ou auto de infração ao qual a obrigação está vinculada, se houver","C","015","OC","char","","True","","","","",""
"E316","7","IND_PROC","Indicador da origem do processo: 0- SEFAZ; 1- Justiça Federal; 2- Justiça Estadual; 9- Outros","C","001*","OC","char","","True","","","","",""
"E316","8","PROC","Descrição resumida do processo que embasou o lançamento","C","","OC","char","","True","","","","",""
"E316","9","TXT_COMPL","Descrição complementar das obrigações recolhidas ou a recolher","C","","OC","char","","True","","","","",""
"E316","10","MES_REF*","Informe o mês de referência no formato “mmaaaa”","N","006*","O","int","True","","","","","",""
"E500","2","IND_APUR","Indicador de período de apuração do IPI: 0 - Mensal; 1 - Decendial","C","1*","O","char","True","","","","","",""
"E500","3","DT_INI","Data inicial a que a apuração se refere","N","008*","O","date","True","","","","","",""
"E500","4","DT_FIN","Data final a que a apuração se refere","N","008*","O","date","True","","","","","",""
"E510","2","CFOP","Código Fiscal de Operação e Prestação do agrupamento de itens","N","004*","O","int","True","","","","","",""
"E510","3","CST_IPI","Código da Situação Tributária referente ao IPI, conforme a Tabela indicada no item 4.3.2.","C","002*","O","char","True","","","","","",""
"E510","4","VL_CONT_IPI","Parcela correspondente ao ""Valor Contábil"" referente ao CFOP e ao Código de Tributação do IPI","N","","O","float","True","","02","","","",""
"E510","5","VL_BC_IPI","Parcela correspondente ao ""Valor da base de cálculo do IPI"" referente ao CFOP e ao Código de Tributação do IPI, para operações tributadas","N","","O","float","True","","02","","","",""
"E510","6","VL_IPI","Parcela correspondente ao ""Valor do IPI"" referente ao CFOP e ao Código de Tributação do IPI, para operações tributadas","N","","O","float","True","","02","","","",""
"E520","2","VL_SD_ANT_IPI","Saldo credor do IPI transferido do período anterior","N","","O","float","True","","02","","","",""
"E520","3","VL_DEB_IPI","Valor total dos débitos por ""Saídas com débito do imposto""","N","","O","float","True","","02","","","",""
"E520","4","VL_CRED_IPI","Valor total dos créditos por ""Entradas e aquisições com crédito do imposto""","N","","O","float","True","","02","","","",""
"E520","5","VL_OD_IPI","Valor de ""Outros débitos"" do IPI (inclusive estornos de crédito)","N","","O","float","True","","02","","","",""
"E520","6","VL_OC_IPI","Valor de ""Outros créditos"" do IPI (inclusive estornos de débitos)","N","","O","float","True","","02","","","",""
"E520","7","VL_SC_IPI","Valor do saldo credor do IPI a transportar para o período seguinte","N","","O","float","True","","02","","","",""
"E520","8","VL_SD_IPI","Valor do saldo devedor do IPI a recolher","N","","O","float","True","","02","","","",""
"E530","2","IND_AJ","Indicador do tipo de ajuste: 0- Ajuste a débito; 1- Ajuste a crédito","C","001*","O","char","True","","","","","",""
"E530","3","VL_AJ","Valor do ajuste","N","","O","float","True","","02","","","",""
"E530","4","COD_AJ","Código do ajuste da apuração, conforme a Tabela indicada no item 4.5.4.","C","003*","O","char","True","","","","","",""
"E530","5","IND_DOC","Indicador da origem do documento vinculado ao ajuste: 0 - Processo Judicial; 1 - Processo Administrativo; 2 - PER/DCOMP; 3 – Documento Fiscal 9 – Outros.","C","001*","O","char","True","","","","","",""
"E530","6","NUM_DOC","Número do documento / processo / declaração ao qual o ajuste está vinculado, se houver","C","","OC","char","","True","","","","",""
"E530","7","DESCR_AJ","Descrição detalhada do ajuste, com citação dos documentos fiscais.","C","","O","char","True","","","","","",""
"E531","2","COD_PART","Código do participante (campo 02 do Registro 0150): - do emitente do documento ou do remetente das mercadorias, no caso de entradas; - do adquirente, no caso de saídas","C","060","OC","char","","True","","","","",""
"E531","3","COD_MOD","Código do modelo do documento fiscal, conforme a Tabela 4.1.1","C","002*","O","char","True","","","","","",""
"E531","4","SER","Série do documento fiscal","C","004","OC","char","","True","","","","",""
"E531","5","SUB","Subsérie do documento fiscal","N","003","OC","int","","True","","","","",""
"E531","6","NUM_DOC","Número do documento fiscal","N","009","O","int","True","","","","","",""
"E531","7","DT_DOC","Data da emissão do documento fiscal","N","008*","O","date","True","","","","","",""
"E531","8","COD_ITEM","Código do item (campo 02 do Registro 0200)","C","060","OC","char","","True","","","","",""
"E990","2","QTD_LIN_E","Quantidade total de linhas do Bloco E","N","","O","int","True","","","","","",""
"G001","2","IND_MOV","Indicador de movimento: 0- Bloco com dados informados; 1- Bloco sem dados informados","C","001*","O","char","True","","","","","",""
"G110","2","DT_INI","Data inicial a que a apuração se refere","N","008*","O","date","True","","","","","",""
"G110","3","DT_FIN","Data final a que a apuração se refere","N","008*","O","date","True","","","","","",""
"G110","4","SALDO_IN_ICMS","Saldo inicial de ICMS do CIAP, composto por ICMS de bens que entraram anteriormente ao período de apuração (somatório dos campos 05 a 08 dos registros G125)","N","","O","float","True","","02","","","",""
"G110","5","SOM_PARC","Somatório das parcelas de ICMS passível de apropriação de cada bem (campo 10 do G125)","N","","O","float","True","","02","","","",""
"G110","6","VL_TRIB_EXP","Valor do somatório das saídas tributadas e saídas para exportação","N","","O","float","True","","02","","","",""
"G110","7","VL_TOTAL","Valor total de saídas","N","","O","float","True","","02","","","",""
"G110","8","IND_PER_SAI","Índice de participação do valor do somatório das saídas tributadas e saídas para exportação no valor total de saídas (Campo 06 dividido pelo campo 07)","N","","O","float","True","","08","","","",""
"G110","9","ICMS_APROP","Valor de ICMS a ser apropriado na apuração do ICMS, correspondente à multiplicação do campo 05 pelo campo 08.","N","","O","float","True","","02","","","",""
"G110","10","SOM_ICMS_OC","Valor de outros créditos a ser apropriado na Apuração do ICMS, correspondente ao somatório do campo 09 do registro G126.","N","","O","float","True","","02","","","",""
"G125","2","COD_IND_BEM","Código individualizado do bem ou componente adotado no controle patrimonial do estabelecimento informante","C","060","O","char","True","","","","","",""
"G125","3","DT_MOV","Data da movimentação ou do saldo inicial","N","008*","O","date","True","","","","","",""
"G125","4","TIPO_MOV","Tipo de movimentação do bem ou componente: SI = Saldo inicial de bens imobilizados; IM = Imobilização de bem individual; IA = Imobilização em Andamento - Componente; CI = Conclusão de Imobilização em Andamento – Bem Resultante; MC = Imobilização oriunda do Ativo Circulante; BA = Baixa do bem - Fim do período de apropriação; AT = Alienação ou Transferência;","C","002*","O","char","True","","","","","",""
"G125","5","VL_IMOB_ICMS_OP","Valor do ICMS da Operação Própria na entrada do bem ou componente","N","","OC","float","","True","02","","","",""
"G125","6","VL_IMOB_ICMS_ST","Valor do ICMS da Oper. por Sub. Tributária na entrada do bem ou componente","N","","OC","float","","True","02","","","",""
"G125","7","VL_IMOB_ICMS_FRT","Valor do ICMS sobre Frete do Conhecimento de Transporte na entrada do bem ou componente","N","","OC","float","","True","02","","","",""
"G125","8","VL_IMOB_ICMS_DIF","Valor do ICMS - Diferencial de Alíquota, conforme Doc. de Arrecadação, na entrada do bem ou componente","N","","OC","float","","True","02","","","",""
"G125","9","NUM_PARC","Número da parcela do ICMS","N","003","OC","int","","True","","","","",""
"G125","10","VL_PARC_PASS","Valor da parcela de ICMS passível de apropriação (antes da aplicação da participação percentual do valor das saídas tributadas/exportação sobre as saídas totais)","N","","OC","float","","True","02","","","",""
"G126","2","DT_INI","Data inicial do período de apuração","N","008*","O","date","True","","","","","",""
"G126","3","DT_FIM","Data final do período de apuração","N","008*","O","date","True","","","","","",""
"G126","4","NUM_PARC","Número da parcela do ICMS","N","003","O","int","True","","","","","",""
"G126","5","VL_PARC_PASS","Valor da parcela de ICMS passível de apropriação - antes da aplicação da participação percentual do valor das saídas tributadas/exportação sobre as saídas totais","N","","O","float","True","","02","","","",""
"G126","6","VL_TRIB_OC","Valor do somatório das saídas tributadas e saídas para exportação no período indicado neste registro","N","","O","float","True","","02","","","",""
"G126","7","VL_TOTAL","Valor total de saídas no período indicado neste registro","N","","O","float","True","","02","","","",""
"G126","8","IND_PER_SAI","Índice de participação do valor do somatório das saídas tributadas e saídas para exportação no valor total de saídas (Campo 06 dividido pelo campo 07)","N","","O","float","True","","08","","","",""
"G126","9","VL_PARC_APROP","Valor de outros créditos de ICMS a ser apropriado na apuração (campo 05 vezes o campo 08)","N","","O","float","True","","02","","","",""
"G130","2","IND_EMIT","Indicador do emitente do documento fiscal: 0- Emissão própria; 1- Terceiros","C","001*","O","char","True","","","","","",""
"G130","3","COD_PART","Código do participante : - do emitente do documento ou do remetente das mercadorias, no caso de entradas; - do adquirente, no caso de saídas","C","060","O","char","True","","","","","",""
"G130","4","COD_MOD","Código do modelo de documento fiscal, conforme tabela 4.1.1","C","002*","O","char","True","","","","","",""
"G130","5","SERIE","Série do documento fiscal","C","003","OC","char","","True","","","","",""
"G130","6","NUM_DOC","Número de documento fiscal","N","009","O","int","True","","","","","",""
"G140","2","NUM_ITEM","Número sequencial do item no documento fiscal","N","003","O","int","True","","","","","",""
"G140","3","COD_ITEM","Código correspondente do bem no documento fiscal (campo 02 do registro 0200)","C","060","O","char","True","","","","","",""
"G140","4","QTDE","Quantidade, deste item da nota fiscal, que foi aplicada neste bem, expressa na mesma unidade constante no documento fiscal de entrada","N","","O","float","True","","05","","","",""
"G140","5","UNID","Unidade do item constante no documento fiscal de entrada","C","6","O","char","True","","","","","",""
"G140","6","VL_ICMS_OP_APLICADO","Valor do ICMS da Operação Própria na entrada do item, proporcional à quantidade aplicada no bem ou componente.","N","","O","float","True","","02","","","",""
"G140","7","VL_ICMS_ST_APLICADO","Valor do ICMS ST na entrada do item, proporcional à quantidade aplicada no bem ou componente.","N","","O","float","True","","02","","","",""
"G990","2","QTD_LIN_G","Quantidade total de linhas do Bloco G","N","","O","int","True","","","","","",""
"H001","2","IND_MOV","Indicador de movimento: 0- Bloco com dados informados; 1- Bloco sem dados informados","C","001*","O","char","True","","","","","",""
"H005","2","DT_INV","Data do inventário","N","008*","O","date","True","","","","","",""
"H005","3","VL_INV","Valor total do estoque","N","","O","float","True","","02","","","",""
"H005","4","MOT_INV","Informe o motivo do Inventário: 01 – No final no período; 02 – Na mudança de forma de tributação da mercadoria (ICMS); 03 – Na solicitação da baixa cadastral, paralisação temporária e outras situações; 04 – Na alteração de regime de pagamento – condição do contribuinte; 05 – Por determinação dos fiscos; 06 – Para controle das mercadorias sujeitas ao regime de substituição tributária – restituição/ ressarcimento/ complementação.","C","002*","O","char","True","","","","","",""
"H010","2","COD_ITEM","Código do item (campo 02 do Registro 0200)","C","060","O","char","True","","","","","",""
"H010","3","UNID","Unidade do item","C","006","O","char","True","","","","","",""
"H010","4","QTD","Quantidade do item","N","","O","float","True","","03","","","",""
"H010","5","VL_UNIT","Valor unitário do item","N","","O","float","True","","06","","","",""
"H010","6","VL_ITEM","Valor do item","N","","O","float","True","","02","","","",""
"H010","7","IND_PROP","Indicador de propriedade/posse do item: 0- Item de propriedade do informante e em seu poder; 1- Item de propriedade do informante em posse de terceiros; 2- Item de propriedade de terceiros em posse do informante","C","001*","O","char","True","","","","","",""
"H010","8","COD_PART","Código do participante (campo 02 do Registro 0150): - proprietário/possuidor que não seja o informante do arquivo","C","060","OC","char","","True","","","","",""
"H010","9","TXT_COMPL","Descrição complementar.","C","","OC","char","","True","","","","",""
"H010","10","COD_CTA","Código da conta analítica contábil debitada/creditada","C","","OC","char","","True","","","","",""
"H010","11","VL_ITEM_IR","Valor do item para efeitos do Imposto de Renda.","N","","OC","float","","True","02","","","",""
"H020","2","CST_ICMS","Código da Situação Tributária referente ao ICMS, conforme a Tabela indicada no item 4.3.1","N","003*","O","int","True","","","","","",""
"H020","3","BC_ICMS","Informe a base de cálculo do ICMS","N","","O","float","True","","02","","","",""
"H020","4","VL_ICMS","Informe o valor do ICMS a ser debitado ou creditado","N","","O","float","True","","02","","","",""
"H030","2","VL_ICMS_OP","Valor médio unitário do ICMS OP","N","","O","float","True","","06","","","",""
"H030","3","VL_BC_ICMS_ST","Valor médio unitário da base de cálculo do ICMS ST","N","","O","float","True","","06","","","",""
"H030","4","VL_ICMS_ST","Valor médio unitário do ICMS ST","N","","O","float","True","","06","","","",""
"H030","5","VL_FCP","Valor médio unitário do FCP","N","","O","float","True","","06","","","",""
"H990","2","QTD_LIN_H","Quantidade total de linhas do Bloco H","N","","O","int","True","","","","","",""
"K001","2","IND_MOV","Indicador de movimento: 0- Bloco com dados informados; 1- Bloco sem dados informados","C","001*","O","char","True","","","","","",""
"K100","2","DT_INI","Data inicial a que a apuração se refere","N","8","O","date","True","","","","","",""
"K100","3","DT_FIN","Data final a que a apuração se refere","N","8","O","date","True","","","","","",""
"K200","2","DT_EST","Data do estoque final","N","8","O","date","True","","","","","",""
"K200","3","COD_ITEM","Código do item (campo 02 do Registro 0200)","C","60","O","char","True","","","","","",""
"K200","4","QTD","Quantidade em estoque","N","","O","float","True","","3","","","",""
"K200","5","IND_EST","Indicador do tipo de estoque: 0 - Estoque de propriedade do informante e em seu poder; 1 - Estoque de propriedade do informante e em posse de terceiros; 2 - Estoque de propriedade de terceiros e em posse do informante","C","1","O","char","True","","","","","",""
"K200","6","COD_PART","Código do participante (campo 02 do Registro 0150): - proprietário/possuidor que não seja o informante do arquivo","C","60","OC","char","","True","","","","",""
"K210","2","DT_INI_OS","Data de início da ordem de serviço","N","008*","OC","date","","True","","","","",""
"K210","3","DT_FIN_OS","Data de conclusão da ordem de serviço","N","008*","OC","date","","True","","","","",""
"K210","4","COD_DOC_OS","Código de identificação da ordem de serviço","C","030","OC","char","","True","","","","",""
"K210","5","COD_ITEM_ORI","Código do item de origem (campo 02 do Registro 0200)","C","060","O","char","True","","","","","",""
"K210","6","QTD_ORI","Quantidade de origem – saída do estoque","N","","O","float","True","","6","","","",""
"K215","2","COD_ITEM_DES","Código do item de destino (campo 02 do Registro 0200)","C","060","O","char","True","","","","","",""
"K215","3","QTD_DES","Quantidade de destino – entrada em estoque","N","","O","float","True","","6","","","",""
"K220","2","DT_MOV","Data da movimentação interna","N","8","O","date","True","","","","","",""
"K220","3","COD_ITEM_ORI","Código do item de origem (campo 02 do Registro 0200)","C","60","O","char","True","","","","","",""
"K220","4","COD_ITEM_DEST","Código do item de destino (campo 02 do Registro 0200)","C","60","O","char","True","","","","","",""
"K220","5","QTD_ORI","Quantidade movimentada do item de origem","N","","O","float","True","","6","","","",""
"K220","6","QTD_DEST","Quantidade movimentada do item de destino","N","","O","float","True","","6","","","",""
"K230","2","DT_INI_OP","Data de início da ordem de produção","N","8","OC","date","","True","","","","",""
"K230","3","DT_FIN_OP","Data de conclusão da ordem de produção","N","8","OC","date","","True","","","","",""
"K230","4","COD_DOC_OP","Código de identificação da ordem de produção","C","30","OC","char","","True","","","","",""
"K230","5","COD_ITEM","Código do item produzido (campo 02 do Registro 0200)","C","60","O","char","True","","","","","",""
"K230","6","QTD_ENC","Quantidade de produção acabada","N","","O","float","True","","6","","","",""
"K235","2","DT_SAÍDA","Data de saída do estoque para alocação ao produto","N","8","O","date","True","","","","","",""
"K235","3","COD_ITEM","Código do item componente/insumo (campo 02 do Registro 0200)","C","60","O","char","True","","","","","",""
"K235","4","QTD","Quantidade consumida do item","N","","O","float","True","","6","","","",""
"K235","5","COD_INS_SUBST","Código do insumo que foi substituído, caso ocorra a substituição (campo 02 do Registro 0210)","C","60","OC","char","","True","","","","",""
"K250","2","DT_PROD","Data do reconhecimento da produção ocorrida no terceiro","N","8","O","date","True","","","","","",""
"K250","3","COD_ITEM","Código do item produzido (campo 02 do Registro 0200)","C","60","O","char","True","","","","","",""
"K250","4","QTD","Quantidade produzida","N","","O","float","True","","6","","","",""
"K255","2","DT_CONS","Data do reconhecimento do consumo do insumo referente ao produto informado no campo 04 do Registro K250","N","8","O","date","True","","","","","",""
"K255","3","COD_ITEM","Código do insumo (campo 02 do Registro 0200)","C","60","O","char","True","","","","","",""
"K255","4","QTD","Quantidade de consumo do insumo.","N","","O","float","True","","6","","","",""
"K255","5","COD_INS_SUBST","Código do insumo que foi substituído, caso ocorra a substituição (campo 02 do Registro 0210)","C","60","OC","char","","True","","","","",""
"K260","2","COD_OP_OS","Código de identificação da ordem de produção, no reprocessamento, ou da ordem de serviço, no reparo","C","030","OC","char","","True","","","","",""
"K260","3","COD_ITEM","Código do produto/insumo a ser reprocessado/reparado ou já reprocessado/reparado (campo 02 do Registro 0200)","C","060","O","char","True","","","","","",""
"K260","4","DT_SAÍDA","Data de saída do estoque","N","008*","O","date","True","","","","","",""
"K260","5","QTD_SAÍDA","Quantidade de saída do estoque","N","","O","float","True","","6","","","",""
"K260","6","DT_RET","Data de retorno ao estoque (entrada)","N","008*","OC","date","","True","","","","",""
"K260","7","QTD_RET","Quantidade de retorno ao estoque (entrada)","N","","OC","float","","True","6","","","",""
"K265","2","COD_ITEM","Código da mercadoria (campo 02 do Registro 0200)","C","060","O","char","True","","","","","",""
"K265","3","QTD_CONS","Quantidade consumida – saída do estoque","N","","OC","float","","True","6","","","",""
"K265","4","QTD_RET","Quantidade retornada – entrada em estoque","N","","OC","float","","True","6","","","",""
"K270","2","DT_INI_AP","Data inicial do período de apuração em que ocorreu o apontamento que está sendo corrigido","N","008*","OC","date","","True","","","","",""
"K270","3","DT_FIN_AP","Data final do período de apuração em que ocorreu o apontamento que está sendo corrigido","N","008*","OC","date","","True","","","","",""
"K270","4","COD_OP_OS","Código de identificação da ordem de produção ou da ordem de serviço que está sendo corrigida","C","030","OC","char","","True","","","","",""
"K270","5","COD_ITEM","Código da mercadoria que está sendo corrigido (campo 02 do Registro 0200)","C","060","O","char","True","","","","","",""
"K270","6","QTD_COR_POS","Quantidade de correção positiva de apontamento ocorrido em período de apuração anterior","N","","OC","float","","True","6","","","",""
"K270","7","QTD_COR_NEG","Quantidade de correção negativa de apontamento ocorrido em período de apuração anterior","N","","OC","float","","True","6","","","",""
"K270","8","ORIGEM","1 – correção de apontamento de produção e/ou consumo relativo aos Registros K230/K235; 2 – correção de apontamento de produção e/ou consumo relativo aos Registros K250/K255; 3 – correção de apontamento de desmontagem e/ou consumo relativo aos Registros K210/K215; 4 – correção de apontamento de reprocessamento/reparo e/ou consumo relativo aos Registros K260/K265; 5 – correção de apontamento de movimentação interna relativo ao Registro K220. 6 – correção de apontamento de produção relativo ao Registro K291; 7 – correção de apontamento de consumo relativo ao Registro K292; 8 – correção de apontamento de produção relativo ao Registro K301; 9 – correção de apontamento de consumo relativo ao Registro K302.","C","001","O","char","True","","","","","",""
"K275","2","COD_ITEM","Código da mercadoria (campo 02 do Registro 0200)","C","060","O","char","True","","","","","",""
"K275","3","QTD_COR_POS","Quantidade de correção positiva de apontamento ocorrido em período de apuração anterior","N","","OC","float","","True","6","","","",""
"K275","4","QTD_COR_NEG","Quantidade de correção negativa de apontamento ocorrido em período de apuração anterior","N","","OC","float","","True","6","","","",""
"K275","5","COD_INS_SUBST","Código do insumo que foi substituído, caso ocorra a substituição, relativo aos Registros K235/K255.","C","060","OC","char","","True","","","","",""
"K280","2","DT_EST","Data do estoque final escriturado que está sendo corrigido","N","008*","O","date","True","","","","","",""
"K280","3","COD_ITEM","Código do item (campo 02 do Registro 0200)","C","060","O","char","True","","","","","",""
"K280","4","QTD_COR_POS","Quantidade de correção positiva de apontamento ocorrido em período de apuração anterior","N","","OC","float","","True","3","","","",""
"K280","5","QTD_COR_NEG","Quantidade de correção negativa de apontamento ocorrido em período de apuração anterior","N","","OC","float","","True","3","","","",""
"K280","6","IND_EST","Indicador do tipo de estoque: 0 = Estoque de propriedade do informante e em seu poder; 1 = Estoque de propriedade do informante e em posse de terceiros; 2 = Estoque de propriedade de terceiros e em posse do informante","C","001","O","char","True","","","","","",""
"K280","7","COD_PART","Código do participante (campo 02 do Registro 0150): - proprietário/possuidor que não seja o informante do arquivo","C","060","OC","char","","True","","","","",""
"K290","2","DT_INI_OP","Data de início da ordem de produção","N","8","OC","date","","True","","","","",""
"K290","3","DT_FIN_OP","Data de conclusão da ordem de produção","N","8","OC","date","","True","","","","",""
"K290","4","COD_DOC_OP","Código de identificação da ordem de produção","C","30","OC","char","","True","","","","",""
"K291","2","COD_ITEM","Código do item produzido (campo 02 do Registro 0200)","C","60","O","char","True","","","","","",""
"K291","3","QTD","Quantidade de produção acabada","N","","O","float","True","","6","","","",""
"K292","2","COD_ITEM","Código do insumo/componente consumido (campo 02 do Registro 0200)","C","60","O","char","True","","","","","",""
"K292","3","QTD","Quantidade consumida","N","","O","float","True","","6","","","",""
"K300","2","DT_PROD","Data do reconhecimento da produção ocorrida no terceiro","N","8","O","date","True","","","","","",""
"K301","2","COD_ITEM","Código do item produzido (campo 02 do Registro 0200)","C","60","O","char","True","","","","","",""
"K301","3","QTD","Quantidade produzida","N","","O","float","True","","6","","","",""
"K302","2","COD_ITEM","Código do insumo (campo 02 do Registro 0200)","C","60","O","char","True","","","","","",""
"K302","3","QTD","Quantidade consumida","N","","O","float","True","","6","","","",""
"K990","2","QTD_LIN_K","Quantidade total de linhas do Bloco K","N","","O","int","True","","","","","",""
"1001","2","IND_MOV","Indicador de movimento: 0- Bloco com dados informados; 1- Bloco sem dados informados","N","001*","O","int","True","","","","","",""
"1010","2","IND_EXP","Reg. 1100 - Ocorreu averbação (conclusão) de exportação no período: S – Sim N - Não","C","001*","O","char","True","","","","","",""
"1010","3","IND_CCRF","Reg 1200 – Existem informações acerca de créditos de ICMS a serem controlados, definidos pela Sefaz: S – Sim N - Não","C","001*","O","char","True","","","","","",""
"1010","4","IND_COMB","Reg. 1300 – É comércio varejista de combustíveis com movimentação e/ou estoque no período: S – Sim N - Não","C","001*","O","char","True","","","","","",""
"1010","5","IND_USINA","Reg. 1390 – Usinas de açúcar e/álcool – O estabelecimento é produtor de açúcar e/ou álcool carburante com movimentação e/ou estoque no período:","C","001*","O","char","True","","","","","",""
"1010","6","IND_VA","Reg 1400 - Sendo o registro obrigatório em sua Unidade de Federação, existem informações a serem prestadas neste registro: S – Sim; N - Não","C","001*","O","char","True","","","","","",""
"1010","7","IND_EE","Reg 1500 - A empresa é distribuidora de energia e ocorreu fornecimento de energia elétrica para consumidores de outra UF: S – Sim; N - Não","C","001*","O","char","True","","","","","",""
"1010","8","IND_CART","Reg 1600 - Realizou vendas com Cartão de Crédito ou de débito: S – Sim; N - Não","C","001*","O","char","True","","","","","",""
"1010","9","IND_FORM","Reg. 1700 - Foram emitidos documentos fiscais em papel no período em unidade da federação que exija o controle de utilização de documentos fiscais: S – Sim N - Não","C","001*","O","char","True","","","","","",""
"1010","10","IND_AER","Reg 1800 - A empresa prestou serviços de transporte aéreo de cargas e de passageiros: S – Sim N - Não","C","001*","O","char","True","","","","","",""
"1010","11","IND_GIAF1","Reg. 1960 - Possui informações GIAF1? S – Sim; N – Não.","C","001*","O","char","True","","","","","",""
"1010","12","IND_GIAF3","Reg. 1970 - Possui informações GIAF3? S – Sim; N – Não.","C","001*","O","char","True","","","","","",""
"1010","13","IND_GIAF4","Reg. 1980 - Possui informações GIAF4? S – Sim; N – Não.","C","001*","O","char","True","","","","","",""
"1010","14","IND_REST_RESSARC_COMPL_ICMS","Reg. 1250 – Possui informações consolidadas de saldos de restituição, ressarcimento e complementação do ICMS? S – Sim; N – Não.","C","001*","O","char","True","","","","","",""
"1100","2","IND_DOC","Informe o tipo de documento: 0 – Declaração de Exportação; 1 – Declaração Simplificada de Exportação; 2 – Declaração Única de Exportação.","N","001*","O","int","True","","","","","",""
"1100","3","NRO_DE","Número da declaração","C","014","O","char","True","","","","","",""
"1100","4","DT_DE","Data da declaração (DDMMAAAA)","N","008*","O","date","True","","","","","",""
"1100","5","NAT_EXP","Preencher com: 0 - Exportação Direta 1 - Exportação Indireta","N","001*","O","int","True","","","","","",""
"1100","6","NRO_RE","Nº do registro de Exportação","N","012","OC","int","","True","","","","",""
"1100","7","DT_RE","Data do Registro de Exportação (DDMMAAAA)","N","008*","OC","date","","True","","","","",""
"1100","8","CHC_EMB","Nº do conhecimento de embarque","C","018","OC","char","","True","","","","",""
"1100","9","DT_CHC","Data do conhecimento de embarque (DDMMAAAA)","N","008*","OC","date","","True","","","","",""
"1100","10","DT_AVB","Data da averbação da Declaração de exportação (ddmmaaaa)","N","008*","O","date","True","","","","","",""
"1100","11","TP_CHC","Informação do tipo de conhecimento de embarque: 01 – AWB; 02 – MAWB; 03 – HAWB; 04 – COMAT; 06 – R. EXPRESSAS; 07 – ETIQ. REXPRESSAS; 08 – HR. EXPRESSAS; 09 – AV7; 10 – BL; 11 – MBL; 12 – HBL; 13 – CRT; 14 – DSIC; 16 – COMAT BL; 17 – RWB; 18 – HRWB; 19 – TIF/DTA; 20 – CP2; 91 – NÂO IATA; 92 – MNAO IATA; 93 – HNAO IATA; 99 – OUTROS.","N","002*","O","int","True","","","","","",""
"1100","12","PAIS","Código do país de destino da mercadoria (Preencher conforme tabela do SISCOMEX)","N","003","O","int","True","","","","","",""
"1105","2","COD_MOD","Código do modelo da NF, conforme tabela 4.1.1","C","002*","O","char","True","","","","","",""
"1105","3","SERIE","Série da Nota Fiscal","C","003","OC","char","","True","","","","",""
"1105","4","NUM_DOC","Número de Nota Fiscal de Exportação emitida pelo Exportador","N","009","O","int","True","","","","","",""
"1105","5","CHV_NFE","Chave da Nota Fiscal Eletrônica","N","044*","OC","int","","True","","","","",""
"1105","6","DT_DOC","Data da emissão da NF de exportação","N","008*","O","date","True","","","","","",""
"1105","7","COD_ITEM","Código do item (campo 02 do Registro 0200)","C","060","O","char","True","","","","","",""
