"register","index","code","desc","spec_type","length","spec_required","type","required","decimal"
"M100","2","COD_CRED","Código de Tipo de Crédito apurado no período, conforme a Tabela 4.3.6.","C","003*","S","char","True",""
"M100","3","IND_CRED_ORI","Indicador de Crédito Oriundo de: 0 – Operações próprias 1 – Evento de incorporação, cisão ou fusão","N","001*","S","int","True",""
"M100","4","VL_BC_PIS","Valor da Base de Cálculo do Crédito","N","","N","float","False","02"
"M100","5","ALIQ_PIS","Alíquota do PIS/PASEP (em percentual)","N","008","N","float","False","04"
"M105","2","NAT_BC_CRED","Código da Base de Cálculo do Crédito apurado no período, conforme a Tabela 4.3.7.","C","002*","S","char","True",""
"M105","3","CST_PIS","Código da Situação Tributária referente ao crédito de PIS/Pasep (Tabela 4.3.3) vinculado ao tipo de crédito escriturado em M100.","N","002*","S","int","True",""
"M105","4","VL_BC_PIS_TOT","Valor Total da Base de Cálculo escriturada nos documentos e operações (Blocos “A”, “C”, “D” e “F”), referente ao CST_PIS informado no Campo 03.","N","","N","float","False","02"
"M110","2","IND_AJ","Indicador do tipo de ajuste: 0- Ajuste de redução;","C","001*","S","char","True",""
"M110","3","VL_AJ","Valor do ajuste","N","","S","float","True","02"
"M110","4","COD_AJ","Código do ajuste, conforme a Tabela indicada no item 4.3.8.","C","002*","S","char","True",""
"M110","5","NUM_DOC","Número do processo, documento ou ato concessório ao qual o ajuste está vinculado, se houver.","C","","N","char","False",""
"M110","6","DESCR_AJ","Descrição resumida do ajuste.","C","","N","char","False",""
"M110","7","DT_REF","Data de referência do ajuste (ddmmaaaa)","N","008*","N","date","False",""
"M115","2","DET_VALOR_AJ","Detalhamento do valor do crédito reduzido ou acrescido, informado no Campo 03 (VL_AJ) do registro M110.","N","","S","float","True","02"
"M115","3","CST_PIS","Código de Situação Tributária referente à operação detalhada neste registro.","N","002*","N","int","False",""
"M115","4","DET_BC_CRED","Detalhamento da base de cálculo geradora de ajuste de crédito","N","","N","float","False","03"
"M115","5","DET_ALIQ","Detalhamento da alíquota a que se refere o ajuste de crédito","N","08","N","float","False","04"
"M115","6","DT_OPER_AJ","Data da operação a que se refere o ajuste informado neste registro.","N","008*","S","date","True",""
"M115","7","DESC_AJ","Descrição da(s) operação(ões) a que se refere o valor informado no Campo 02 (DET_VALOR_AJ)","C","","N","char","False",""
"M115","8","COD_CTA","Código da conta contábil debitada/creditada","C","255","N","char","False",""
"M115","9","INFO_COMPL","Informação complementar","C","","N","char","False",""
"M200","2","VL_TOT_CONT_NC_PER","Valor Total da Contribuição Não Cumulativa do Período (recuperado do campo 13 do Registro M210, quando o campo “COD_CONT” = 01, 02, 03, 04, 32 e 71)","N","","S","float","True","02"
"M200","3","VL_TOT_CRED_DESC","Valor do Crédito Descontado, Apurado no Próprio Período da Escrituração (recuperado do campo 14 do Registro M100)","N","","S","float","True","02"
"M200","4","VL_TOT_CRED_DESC_ANT","Valor do Crédito Descontado, Apurado em Período de Apuração Anterior (recuperado do campo 13 do Registro 1100)","N","","S","float","True","02"
"M200","5","VL_TOT_CONT_NC_DEV","Valor Total da Contribuição Não Cumulativa Devida (02 – 03 - 04)","N","","S","float","True","02"
"M200","6","VL_RET_NC","Valor Retido na Fonte Deduzido no Período","N","","S","float","True","02"
"M200","7","VL_OUT_DED_NC","Outras Deduções no Período","N","","S","float","True","02"
"M200","8","VL_CONT_NC_REC","Valor da Contribuição Não Cumulativa a Recolher/Pagar (05 – 06 - 07)","N","","S","float","True","02"
"M200","9","VL_TOT_CONT_CUM_PER","Valor Total da Contribuição Cumulativa do Período (recuperado do campo 13 do Registro M210, quando o campo “COD_CONT” = 31, 32, 51, 52, 53, 54 e 72)","N","","S","float","True","02"
"M200","10","VL_RET_CUM","Valor Retido na Fonte Deduzido no Período","N","","S","float","True","02"
"M200","11","VL_OUT_DED_CUM","Outras Deduções no Período","N","","S","float","True","02"
"M200","12","VL_CONT_CUM_REC","Valor da Contribuição Cumulativa a Recolher/Pagar (09 - 10 – 11)","N","","S","float","True","02"
"M200","13","VL_TOT_CONT_REC","Valor Total da Contribuição a Recolher/Pagar no Período (08 + 12)","N","","S","float","True","02"
"M205","2","NUM_CAMPO","Informar o número do campo do registro “M200” (Campo 08 (contribuição não cumulativa) ou Campo 12 (contribuição cumulativa)), objeto de detalhamento neste registro.","C","002*","S","char","True",""
"M205","3","COD_REC","Informar o código da receita referente à contribuição a recolher, detalhada neste registro.","C","006*","S","char","True",""
"M205","4","VL_DEBITO","Valor do Débito correspondente ao código do Campo 03, conforme informação na DCTF.","N","","S","float","True","02"
"M210","2","COD_CONT","Código da contribuição social apurada no período, conforme a Tabela 4.3.5.","C","002*","S","char","True",""
"M210","3","VL_REC_BRT","Valor da Receita Bruta","N","","S","float","True","02"
"M210","4","VL_BC_CONT","Valor da Base de Cálculo da Contribuição","N","","S","float","True","02"
"M210","5","ALIQ_PIS","Alíquota do PIS/PASEP (em percentual)","N","008","N","float","False","04"
"M210","6","QUANT_BC_PIS","Quantidade – Base de cálculo PIS","N","","N","float","False","03"
"M210","7","VL_BC_CONT_AJUS","Valor da Base de Cálculo da Contribuição, após os ajustes. (Campo 07 = Campo 04 + Campo 05 - Campo 06)","N","","S","float","True","02"
"M210","8","ALIQ_PIS","Alíquota do PIS/PASEP (em percentual)","N","008","N","float","False","04"
"M210","9","QUANT_BC_PIS","Quantidade – Base de cálculo PIS","N","","N","float","False","03"
"M210","10","ALIQ_PIS_QUANT","Alíquota do PIS (em reais)","N","","N","float","False","04"
"M211","2","IND_TIP_COOP","Indicador do Tipo de Sociedade Cooperativa: 01 – Cooperativa de Produção Agropecuária; 02 – Cooperativa de Consumo; 03 – Cooperativa de Crédito; 04 – Cooperativa de Eletrificação Rural; 05 – Cooperativa de Transporte Rodoviário de Cargas; 06 – Cooperativa de Médicos; 99 – Outras.","N","002*","S","int","True",""
"M211","3","VL_BC_CONT_ANT_EXC_COOP","Valor da Base de Cálculo da Contribuição, conforme Registros escriturados nos Blocos A, C, D e F, antes das Exclusões das Cooperativas.","N","","S","float","True","02"
"M211","4","VL_EXC_COOP_GER","Valor de Exclusão Especifica das Cooperativas em Geral, decorrente das Sobras Apuradas na DRE, destinadas a constituição do Fundo de Reserva e do FATES.","N","","N","float","False","02"
"M211","5","VL_EXC_ESP_COOP","Valor das Exclusões da Base de Cálculo Especifica do Tipo da Sociedade Cooperativa, conforme Campo 02 (IND_TIP_COOP).","N","","N","float","False","02"
"M211","6","VL_BC_CONT","Valor da Base de Cálculo, Após as Exclusões Especificas da Sociedade Cooperativa (04 – 05 – 06) – Transportar para M210.","N","","S","float","True","02"
"M215","2","IND_AJ_BC","Indicador do tipo de ajuste da base de cálculo: 0 - Ajuste de redução; 1 - Ajuste de acréscimo.","C","001*","S","char","True",""
"M215","3","VL_AJ_BC","Valor do ajuste de base de cálculo","N","","S","float","True","02"
"M215","4","COD_AJ_BC","Código do ajuste, conforme a Tabela indicada no item 4.3.18","C","002*","S","char","True",""
"M215","5","NUM_DOC","Número do processo, documento ou ato concessório ao qual o ajuste está vinculado, se houver.","C","","N","char","False",""
"M215","6","DESCR_AJ_BC","Descrição resumida do ajuste na base de cálculo.","C","","N","char","False",""
"M215","7","DT_REF","Data de referência do ajuste (ddmmaaaa)","N","008*","N","date","False",""
"M215","8","COD_CTA","Código da conta analítica contábil debitada/creditada","C","255","N","char","False",""
"M215","9","CNPJ","CNPJ do estabelecimento a que se refere o ajuste","N","014*","S","int","True",""
"M215","10","INFO_COMPL","Informação complementar do registro","C","","N","char","False",""
"M220","2","IND_AJ","Indicador do tipo de ajuste: 0- Ajuste de redução; 1- Ajuste de acréscimo.","C","001*","S","char","True",""
"M220","3","VL_AJ","Valor do ajuste","N","","S","float","True","02"
"M220","4","COD_AJ","Código do ajuste, conforme a Tabela indicada no item 4.3.8.","C","002*","S","char","True",""
"M220","5","NUM_DOC","Número do processo, documento ou ato concessório ao qual o ajuste está vinculado, se houver.","C","","N","char","False",""
"M220","6","DESCR_AJ","Descrição resumida do ajuste.","C","","N","char","False",""
"M220","7","DT_REF","Data de referência do ajuste (ddmmaaaa)","N","008*","N","date","False",""
"M225","2","DET_VALOR_AJ","Detalhamento do valor da contribuição reduzida ou acrescida, informado no Campo 03 (VL_AJ) do registro M220.","N","","S","float","True","02"
"M225","3","CST_PIS","Código de Situação Tributária referente à operação detalhada neste registro.","N","002*","N","int","False",""
"M225","4","DET_BC_CRED","Detalhamento da base de cálculo geradora de ajuste de contribuição","N","","N","float","False","03"
"M225","5","DET_ALIQ","Detalhamento da alíquota a que se refere o ajuste de contribuição","N","08","N","float","False","04"
"M225","6","DT_OPER_AJ","Data da operação a que se refere o ajuste informado neste registro.","N","008*","S","date","True",""
"M225","7","DESC_AJ","Descrição da(s) operação(ões) a que se refere o valor informado no Campo 02 (DET_VALOR_AJ)","C","","N","char","False",""
"M225","8","COD_CTA","Código da conta contábil debitada/creditada","C","255","N","char","False",""
"M225","9","INFO_COMPL","Informação complementar","C","","N","char","False",""
"M230","2","CNPJ","CNPJ da pessoa jurídica de direito público, empresa pública, sociedade de economia mista ou suas subsidiárias.","N","014*","S","int","True",""
"M230","3","VL_VEND","Valor Total das vendas no período","N","","S","float","True","02"
"M300","2","COD_CONT","Código da contribuição social diferida em períodos anteriores, conforme a Tabela 4.3.5.","C","002","S","char","True",""
"M300","3","VL_CONT_APUR_DIFER","Valor da Contribuição Apurada, diferida em períodos anteriores.","N","","S","float","True","02"
"M300","4","NAT_CRED_DESC","Natureza do Crédito Diferido, vinculado à receita tributada no mercado interno, a descontar: 01 – Crédito a Alíquota Básica; 02 – Crédito a Alíquota Diferenciada; 03 – Crédito a Alíquota por Unidade de Produto; 04 – Crédito Presumido da Agroindústria.","C","002","N","char","False",""
"M300","5","VL_CRED_DESC_DIFER","Valor do Crédito a Descontar vinculado à contribuição diferida.","N","","N","float","False","02"
"M300","6","VL_CONT_DIFER_ANT","Valor da Contribuição a Recolher, diferida em períodos anteriores (Campo 03 – Campo 05)","N","","S","float","True","02"
"M300","7","PER_APUR","Período de apuração da contribuição social e dos créditos diferidos (MMAAAA)","N","006*","S","int","True",""
"M300","8","DT_RECEB","Data de recebimento da receita, objeto de diferimento","N","008*","N","date","False",""
"M350","2","VL_TOT_FOL","Valor Total da Folha de Salários","N","","S","float","True","02"
"M350","3","VL_EXC_BC","Valor Total das Exclusões à Base de Cálculo","N","","S","float","True","02"
"M350","4","VL_TOT_BC","Valor Total da Base de Cálculo","N","","S","float","True","02"
"M350","5","ALIQ_PIS_FOL","Alíquota do PIS/PASEP – Folha de Salários","N","006","S","float","True","02"
"M350","6","VL_TOT_CONT_FOL","Valor Total da Contribuição Social sobre a Folha de Salários","N","","S","float","True","02"
"M400","2","CST_PIS","Código de Situação Tributária – CST das demais receitas auferidas no período, sem incidência da contribuição, ou sem contribuição apurada a pagar, conforme a Tabela 4.3.3.","C","002*","S","char","True",""
"M400","3","VL_TOT_REC","Valor total da receita bruta no período.","N","","S","float","True","02"
"M400","4","COD_CTA","Código da conta analítica contábil debitada/creditada.","C","255","N","char","False",""
"M400","5","DESC_COMPL","Descrição Complementar da Natureza da Receita.","C","","N","char","False",""
"M410","2","NAT_REC","Natureza da Receita, conforme relação constante nas Tabelas de Detalhamento da Natureza da Receita por Situação Tributária abaixo: - Tabela 4.3.10: Produtos Sujeitos à Incidência Monofásica da Contribuição Social – Alíquotas Diferenciadas (CST 04 - Revenda); - Tabela 4.3.11: Produtos Sujeitos à Incidência Monofásica da Contribuição Social – Alíquotas por Unidade de Medida de Produto (CST 04 - Revenda); - Tabela 4.3.12: Produtos Sujeitos à Substituição Tributária da Contribuição Social (CST 05 - Revenda); - Tabela 4.3.13: Produtos Sujeitos à Alíquota Zero da Contribuição Social (CST 06); - Tabela 4.3.14: Operações com Isenção da Contribuição Social (CST 07); - Tabela 4.3.15: Operações sem Incidência da Contribuição Social (CST 08); - Tabela 4.3.16: Operações com Suspensão da Contribuição Social (CST 09).","C","003*","S","char","True",""
"M410","3","VL_REC","Valor da receita bruta no período, relativo a natureza da receita (NAT_REC)","N","","S","float","True","02"
"M410","4","COD_CTA","Código da conta analítica contábil debitada/creditada.","C","255","N","char","False",""
"M410","5","DESC_COMPL","Descrição Complementar da Natureza da Receita.","C","","N","char","False",""
"M500","2","COD_CRED","Código de Tipo de Crédito apurado no período, conforme a Tabela 4.3.6.","C","003*","S","char","True",""
"M500","3","IND_CRED_ORI","Indicador de Crédito Oriundo de: 0 – Operações próprias 1 – Evento de incorporação, cisão ou fusão","N","001*","S","int","True",""
"M500","4","VL_BC_COFINS","Valor da Base de Cálculo do Crédito","N","","N","float","False","02"
"M500","5","ALIQ_COFINS","Alíquota da COFINS (em percentual)","N","008","N","float","False","04"
"M500","6","QUANT_BC_COFINS","Quantidade – Base de cálculo COFINS","N","","N","float","False","03"
"M500","7","ALIQ_COFINS_QUANT","Alíquota da COFINS (em reais)","N","","N","float","False","04"
"M500","8","VL_CRED","Valor total do crédito apurado no período","N","","S","float","True","02"
"M500","9","VL_AJUS_ACRES","Valor total dos ajustes de acréscimo","N","","S","float","True","02"
"M500","10","VL_AJUS_REDUC","Valor total dos ajustes de redução","N","","S","float","True","02"
"M500","11","VL_CRED_DIFER","Valor total do crédito diferido no período","N","","S","float","True","02"
"M500","12","VL_CRED_DISP","Valor Total do Crédito Disponível relativo ao Período (08 + 09 – 10 – 11)","N","","S","float","True","02"
"M500","13","IND_DESC_CRED","Indicador de utilização do crédito disponível no período: 0 – Utilização do valor total para desconto da contribuição apurada no período, no Registro M600; 1 – Utilização de valor parcial para desconto da contribuição apurada no período, no Registro M600.","C","001*","S","char","True",""
"M500","14","VL_CRED_DESC","Valor do Crédito disponível, descontado da contribuição apurada no próprio período. Se IND_DESC_CRED=0, informar o valor total do Campo 12; Se IND_DESC_CRED=1, informar o valor parcial do Campo 12.","N","","N","float","False","02"
"M500","15","SLD_CRED","Saldo de créditos a utilizar em períodos futuros (12 – 14)","N","","S","float","True","02"
"M505","2","NAT_BC_CRED","Código da Base de Cálculo do Crédito apurado no período, conforme a Tabela 4.3.7.","C","002*","S","char","True",""
"M505","3","CST_COFINS","Código da Situação Tributária referente ao crédito de COFINS (Tabela 4.3.4) vinculado ao tipo de crédito escriturado em M500.","N","002*","S","int","True",""
"M505","4","VL_BC_COFINS_TOT","Valor Total da Base de Cálculo escriturada nos documentos e operações (Blocos “A”, “C”, “D” e “F”), referente ao CST_COFINS informado no Campo 03.","N","","N","float","False","02"
"M505","5","VL_BC_COFINS_CUM","Parcela do Valor Total da Base de Cálculo informada no Campo 04, vinculada a receitas com incidência cumulativa. Campo de preenchimento específico para a pessoa jurídica sujeita ao regime cumulativo e não- cumulativo da contribuição (COD_INC_TRIB = 3 do Registro 0110)","N","","N","float","False","02"
"M505","6","VL_BC_COFINS_NC","Valor Total da Base de Cálculo do Crédito, vinculada a receitas com incidência não-cumulativa (Campo 04 – Campo 05).","N","","N","float","False","02"
"M505","7","VL_BC_COFINS","O Valor da Base de Cálculo do Crédito, vinculada ao tipo de Crédito escriturado em M500. - Para os CST_COFINS = “50”, “51”, “52”, “60”, “61” e “62”: Informar o valor do Campo 06 (VL_BC_COFINS_NC); - Para os CST_COFINS = “53”, “54”, “55”, “56”, “63”, “64” “65” e “66” (Crédito sobre operações vinculadas a mais de um tipo de receita): Informar a parcela do valor do Campo 06 (VL_BC_COFINS_NC) vinculada especificamente ao tipo de crédito escriturado em M500. valor deste campo será transportado para o Campo 04 (VL_BC_COFINS) do registro M500.","N","","N","float","False","02"
"M505","8","QUANT_BC_COFINS_TOT","Quantidade Total da Base de Cálculo do Crédito apurado em Unidade de Medida de Produto, escriturada nos documentos e operações (Blocos “A”, “C”, “D” e “F”), referente ao CST_COFINS informado no Campo 03","N","","N","float","False","03"
"M505","9","QUANT_BC_COFINS","Parcela da base de cálculo do crédito em quantidade (campo 08) vinculada ao tipo de crédito escriturado em M500. - Para os CST_COFINS = “50”, “51” e “52”: Informar o valor do Campo 08 (QUANT_BC_COFINS); - Para os CST_COFINS = “53”, “54”, “55” e “56” (crédito vinculado a mais de um tipo de receita): Informar a parcela do valor do Campo 08 (QUANT_BC_COFINS) vinculada ao tipo de crédito escriturado em M500.","N","","N","float","False","03"
"M505","10","DESC_CRED","Descrição do crédito","C","060","N","char","False",""
"M510","2","IND_AJ","Indicador do tipo de ajuste: 0- Ajuste de redução; 1- Ajuste de acréscimo.","C","001*","S","char","True",""
"M510","3","VL_AJ","Valor do ajuste","N","","S","float","True","02"
"M510","4","COD_AJ","Código do ajuste, conforme a Tabela indicada no item 4.3.8.","C","002*","S","char","True",""
"M510","5","NUM_DOC","Número do processo, documento ou ato concessório ao qual o ajuste está vinculado, se houver.","C","","N","char","False",""
"M510","6","DESCR_AJ","Descrição resumida do ajuste.","C","","N","char","False",""
"M510","7","DT_REF","Data de referência do ajuste (ddmmaaaa)","N","008*","N","date","False",""
"M515","2","DET_VALOR_AJ","Detalhamento do valor do crédito reduzido ou acrescido, informado no Campo 03 (VL_AJ) do registro M510.","N","","S","float","True","02"
"M515","3","CST_COFINS","Código de Situação Tributária referente à operação detalhada neste registro.","N","002*","N","int","False",""
"M515","4","DET_BC_CRED","Detalhamento da base de cálculo geradora de ajuste de crédito","N","","N","float","False","03"
"M515","5","DET_ALIQ","Detalhamento da alíquota a que se refere o ajuste de crédito","N","08","N","float","False","04"
"M515","6","DT_OPER_AJ","Data da operação a que se refere o ajuste informado neste registro.","N","008*","S","date","True",""
"M515","7","DESC_AJ","Descrição da(s) operação(ões) a que se refere o valor informado no Campo 02 (DET_VALOR_AJ)","C","","N","char","False",""
"M515","8","COD_CTA","Código da conta contábil debitada/creditada","C","255","N","char","False",""
"M515","9","INFO_COMPL","Informação complementar","C","","N","char","False",""
"M600","2","VL_TOT_CONT_NC_PER","Valor Total da Contribuição Não Cumulativa do Período (recuperado do campo 13 do Registro M610, quando o campo “COD_CONT” = 01, 02, 03, 04, 32 e 71)","N","","S","float","True","02"
"M600","3","VL_TOT_CRED_DESC","Valor do Crédito Descontado, Apurado no Próprio Período da Escrituração (recuperado do campo 14 do Registro M500)","N","","S","float","True","02"
"M600","4","VL_TOT_CRED_DESC_ANT","Valor do Crédito Descontado, Apurado em Período de Apuração Anterior (recuperado do campo 13 do Registro 1500)","N","","S","float","True","02"
"M600","5","VL_TOT_CONT_NC_DEV","Valor Total da Contribuição Não Cumulativa Devida (02 - 03 - 04)","N","","S","float","True","02"
"M600","6","VL_RET_NC","Valor Retido na Fonte Deduzido no Período","N","","S","float","True","02"
"M600","7","VL_OUT_DED_NC","Outras Deduções no Período","N","","S","float","True","02"
"M600","8","VL_CONT_NC_REC","Valor da Contribuição Não Cumulativa a Recolher/Pagar (05 - 06 - 07)","N","","S","float","True","02"
"M600","9","VL_TOT_CONT_CUM_PER","Valor Total da Contribuição Cumulativa do Período (recuperado do campo 13 do Registro M610, quando o campo “COD_CONT” = 31, 32, 51, 52, 53, 54 e 72)","N","","S","float","True","02"
"M600","10","VL_RET_CUM","Valor Retido na Fonte Deduzido no Período","N","","S","float","True","02"
"M600","11","VL_OUT_DED_CUM","Outras Deduções no Período","N","","S","float","True","02"
"M600","12","VL_CONT_CUM_REC","Valor da Contribuição Cumulativa a Recolher/Pagar (09 - 10 - 11)","N","","S","float","True","02"
"M600","13","VL_TOT_CONT_REC","Valor Total da Contribuição a Recolher/Pagar no Período (08 + 12)","N","","S","float","True","02"
"M605","2","NUM_CAMPO","Informar o número do campo do registro “M600” (Campo 08 (contribuição não cumulativa) ou Campo 12 (contribuição cumulativa)), objeto de detalhamento neste registro.","C","002*","S","char","True",""
"M605","3","COD_REC","Informar o código da receita referente à contribuição a recolher, detalhada neste registro.","C","006*","S","char","True",""
"M605","4","VL_DEBITO","Valor do Débito correspondente ao código do Campo 03, conforme informação na DCTF.","N","","S","float","True","02"
"M610","2","COD_CONT","Código da contribuição social apurada no período, conforme a Tabela 4.3.5.","C","002","S","char","True",""
"M610","3","VL_REC_BRT","Valor da Receita Bruta","N","","S","float","True","02"
"M610","4","VL_BC_CONT","Valor da Base de Cálculo da Contribuição","N","","S","float","True","02"
"M610","5","ALIQ_COFINS","Alíquota do COFINS (em percentual)","N","008","N","float","False","04"
"M610","6","QUANT_BC_COFINS","Quantidade – Base de cálculo COFINS","N","","N","float","False","03"
"M610","7","ALIQ_COFINS_QUANT","Alíquota do COFINS (em reais)","N","","N","float","False","04"
"M610","8","VL_CONT_APUR","Valor total da contribuição social apurada","N","","S","float","True","02"
"M610","9","VL_AJUS_ACRES","Valor total dos ajustes de acréscimo","N","","S","float","True","02"
"M610","10","VL_AJUS_REDUC","Valor total dos ajustes de redução","N","","S","float","True","02"
"M610","11","VL_CONT_DIFER","Valor da contribuição a diferir no período","N","","N","float","False","02"
"M610","12","VL_CONT_DIFER_ANT","Valor da contribuição diferida em períodos anteriores","N","","N","float","False","02"
"M610","13","VL_CONT_PER","Valor Total da Contribuição do Período (08 + 09 – 10 – 11 +12)","N","","S","float","True","02"
"M611","2","IND_TIP_COOP","Indicador do Tipo de Sociedade Cooperativa: 01 – Cooperativa de Produção Agropecuária; 02 – Cooperativa de Consumo; 03 – Cooperativa de Crédito; 04 – Cooperativa de Eletrificação Rural; 05 – Cooperativa de Transporte Rodoviário de Cargas; 06 – Cooperativa de Médicos; 99 – Outras.","N","002*","S","int","True",""
"M611","3","VL_BC_CONT_ANT_EXC_COOP","Valor da Base de Cálculo da Contribuição, conforme Registros escriturados nos Blocos A, C, D e F, antes das Exclusões das Sociedades Cooperativas.","N","","S","float","True","02"
"M611","4","VL_EXC_COOP_GER","Valor de Exclusão Especifica das Cooperativas em Geral, decorrente das Sobras Apuradas na DRE, destinadas a constituição do Fundo de Reserva e do FATES.","N","","N","float","False","02"
"M611","5","VL_EXC_ESP_COOP","Valor das Exclusões da Base de Cálculo Especifica do Tipo da Sociedade Cooperativa, conforme Campo 02 (IND_TIP_COOP).","N","","N","float","False","02"
"M611","6","VL_BC_CONT","Valor da Base de Cálculo, Após as Exclusões Especificas da Sociedade Cooperativa (04 – 05 – 06) – Transportar para M610.","N","","S","float","True","02"
"M615","2","IND_AJ_BC","Indicador do tipo de ajuste da base de cálculo: 0 - Ajuste de redução; 1 - Ajuste de acréscimo.","C","001*","S","char","True",""
"M615","3","VL_AJ_BC","Valor do ajuste de base de cálculo","N","","S","float","True","02"
"M615","4","COD_AJ_BC","Código do ajuste, conforme a Tabela indicada no item 4.3.18","C","002*","S","char","True",""
"M615","5","NUM_DOC","Número do processo, documento ou ato concessório ao qual o ajuste está vinculado, se houver.","C","","N","char","False",""
"M615","6","DESCR_AJ_BC","Descrição resumida do ajuste na base de cálculo.","C","","N","char","False",""
"M615","7","DT_REF","Data de referência do ajuste (ddmmaaaa)","N","008*","N","date","False",""
"M615","8","COD_CTA","Código da conta analítica contábil debitada/creditada","C","255","N","char","False",""
"M615","9","CNPJ","CNPJ do estabelecimento a que se refere o ajuste","N","014*","S","int","True",""
"M615","10","INFO_COMPL","Informação complementar do registro","C","","N","char","False",""
"M620","2","IND_AJ","Indicador do tipo de ajuste:","C","001*","S","char","True",""
"M620","3","VL_AJ","Valor do ajuste","N","","S","float","True","02"
"M620","4","COD_AJ","Código do ajuste, conforme a Tabela indicada no item 4.3.8.","C","002*","S","char","True",""
"M620","5","NUM_DOC","Número do processo, documento ou ato concessório ao qual o ajuste está vinculado, se houver.","C","","N","char","False",""
"M620","6","DESCR_AJ","Descrição resumida do ajuste.","C","","N","char","False",""
"M620","7","DT_REF","Data de referência do ajuste (ddmmaaaa)","N","008*","N","date","False",""
"M625","2","DET_VALOR_AJ","Detalhamento do valor da contribuição reduzida ou acrescida, informado no Campo 03 (VL_AJ) do registro M620.","N","","S","float","True","02"
"M625","3","CST_COFINS","Código de Situação Tributária referente à operação detalhada neste registro.","N","002*","N","int","False",""
"M625","4","DET_BC_CRED","Detalhamento da base de cálculo geradora de ajuste de contribuição","N","","N","float","False","03"
"M625","5","DET_ALIQ","Detalhamento da alíquota a que se refere o ajuste de contribuição","N","08","N","float","False","04"
"M625","6","DT_OPER_AJ","Data da operação a que se refere o ajuste informado neste registro.","N","008*","S","date","True",""
"M625","7","DESC_AJ","Descrição da(s) operação(ões) a que se refere o valor informado no Campo 02 (DET_VALOR_AJ)","C","","N","char","False",""
"M625","8","COD_CTA","Código da conta contábil debitada/creditada","C","255","N","char","False",""
"M625","9","INFO_COMPL","Informação complementar","C","","N","char","False",""
"M630","2","CNPJ","CNPJ da pessoa jurídica de direito público, empresa pública, sociedade de economia mista ou suas subsidiárias.","N","014*","S","int","True",""
"M630","3","VL_VEND","Valor Total das vendas no período","N","","S","float","True","02"
"M700","2","COD_CONT","Código da contribuição social diferida em períodos anteriores, conforme a Tabela 4.3.5.","C","002","S","char","True",""
"M700","3","VL_CONT_APUR_DIFER","Valor da Contribuição Apurada, diferida em períodos anteriores.","N","","S","float","True","02"
"M700","4","NAT_CRED_DESC","Natureza do Crédito Diferido, vinculado à receita tributada no mercado interno, a descontar: 01 – Crédito a Alíquota Básica; 02 – Crédito a Alíquota Diferenciada; 03 – Crédito a Alíquota por Unidade de Produto; 04 – Crédito Presumido da Agroindústria.","C","002","N","char","False",""
"M700","5","VL_CRED_DESC_DIFER","Valor do Crédito a Descontar vinculado à contribuição diferida.","N","","N","float","False","02"
"M700","6","VL_CONT_DIFER_ANT","Valor da Contribuição a Recolher, diferida em períodos anteriores (Campo 03 – Campo 05)","N","","S","float","True","02"
"M700","7","PER_APUR","Período de apuração da contribuição social e dos créditos diferidos (MMAAAA).","N","006*","S","int","True",""
"M700","8","DT_RECEB","Data de recebimento da receita, objeto de diferimento.","N","008*","N","date","False",""
"M800","2","CST_COFINS","Código de Situação Tributária – CST das demais receitas auferidas no período, sem incidência da contribuição, ou sem contribuição apurada a pagar, conforme a Tabela 4.3.4.","C","002*","S","char","True",""
"M800","3","VL_TOT_REC","Valor total da receita bruta no período.","N","","S","float","True","02"
"M800","4","COD_CTA","Código da conta analítica contábil debitada/creditada.","C","255","N","char","False",""
"M800","5","DESC_COMPL","Descrição Complementar da Natureza da Receita.","C","","N","char","False",""
"M810","2","NAT_REC","Natureza da Receita, conforme relação constante nas Tabelas de Detalhamento da Natureza da Receita por Situação Tributária abaixo: - Tabela 4.3.10: Produtos Sujeitos à Incidência Monofásica da Contribuição Social – Alíquotas Diferenciadas (CST 04 - Revenda); - Tabela 4.3.11: Produtos Sujeitos à Incidência Monofásica da Contribuição Social – Alíquotas por Unidade de Medida de Produto (CST 04 - Revenda); - Tabela 4.3.12: Produtos Sujeitos à Substituição Tributária da Contribuição Social (CST 05 - Revenda); - Tabela 4.3.13: Produtos Sujeitos à Alíquota Zero da Contribuição Social (CST 06); - Tabela 4.3.14: Operações com Isenção da Contribuição Social (CST 07); - Tabela 4.3.15: Operações sem Incidência da Contribuição Social (CST 08);","C","003*","S","char","True",""
"M810","3","VL_REC","Valor da receita bruta no período, relativo a natureza da receita (NAT_REC)","N","","S","float","True","02"
"M810","4","COD_CTA","Código da conta analítica contábil debitada/creditada.","C","255","N","char","False",""
"M810","5","DESC_COMPL","Descrição Complementar da Natureza da Receita.","C","","N","char","False",""
"M990","2","QTD_LIN_M","Quantidade total de linhas do Bloco M","N","","S","int","True",""
"P001","2","IND_MOV","Indicador de movimento: 0 - Bloco com dados informados; 1 - Bloco sem dados informados","C","001","S","char","True",""
"P010","2","CNPJ","Número de inscrição do estabelecimento no CNPJ.","N","014*","S","int","True",""
"P100","2","DT_INI","Data inicial a que a apuração se refere","C","008*","S","date","True",""
"P100","3","DT_FIN","Data final a que a apuração se refere","C","008*","S","date","True",""
