"register","index","code","type","required","in_required","out_required","conditional_required","conditional_in_required","conditional_out_required","length","decimal","spec_type","spec_required","spec_in","spec_out","desc"
"E500","4","DT_FIN","date","True","","","","","","008*","","N","O","","","Data final a que a apuração se refere"
"E510","2","CFOP","int","True","","","","","","004*","","N","O","","","Código Fiscal de Operação e Prestação do agrupamento de itens"
"E510","3","CST_IPI","char","True","","","","","","002*","","C","O","","","Código da Situação Tributária referente ao IPI, conforme a Tabela indicada no item 4.3.2."
"E510","4","VL_CONT_IPI","float","True","","","","","","","02","N","O","","","Parcela correspondente ao ""Valor Contábil"" referente ao CFOP e ao Código de Tributação do IPI"
"E510","5","VL_BC_IPI","float","True","","","","","","","02","N","O","","","Parcela correspondente ao ""Valor da base de cálculo do IPI"" referente ao CFOP e ao Código de Tributação do IPI, para operações tributadas"
"E510","6","VL_IPI","float","True","","","","","","","02","N","O","","","Parcela correspondente ao ""Valor do IPI"" referente ao CFOP e ao Código de Tributação do IPI, para operações tributadas"
"E520","2","VL_SD_ANT_IPI","float","True","","","","","","","02","N","O","","","Saldo credor do IPI transferido do período anterior"
"E520","3","VL_DEB_IPI","float","True","","","","","","","02","N","O","","","Valor total dos débitos por ""Saídas com débito do imposto"""
"E520","4","VL_CRED_IPI","float","True","","","","","","","02","N","O","","","Valor total dos créditos por ""Entradas e aquisições com crédito do imposto"""
"E520","5","VL_OD_IPI","float","True","","","","","","","02","N","O","","","Valor de ""Outros débitos"" do IPI (inclusive estornos de crédito)"
"E520","6","VL_OC_IPI","float","True","","","","","","","02","N","O","","","Valor de ""Outros créditos"" do IPI (inclusive estornos de débitos)"
"E520","7","VL_SC_IPI","float","True","","","","","","","02","N","O","","","Valor do saldo credor do IPI a transportar para o período seguinte"
"E520","8","VL_SD_IPI","float","True","","","","","","","02","N","O","","","Valor do saldo devedor do IPI a recolher"
"E530","2","IND_AJ","char","True","","","","","","001*","","C","O","","","Indicador do tipo de ajuste: 0- Ajuste a débito; 1- Ajuste a crédito"
"E530","3","VL_AJ","float","True","","","","","","","02","N","O","","","Valor do ajuste"
"E530","4","COD_AJ","char","True","","","","","","003*","","C","O","","","Código do ajuste da apuração, conforme a Tabela indicada no item 4.5.4."
"E530","5","IND_DOC","char","","","","True","","","001*","","C","OC","","","Indicador da origem do documento vinculado ao ajuste: 0 - Processo Judicial; 1 - Processo Administrativo; 2 - PER/DCOMP; 9 – Outros."
"E530","6","NUM_DOC","char","","","","True","","","","","C","OC","","","Número do documento / processo / declaração ao qual o ajuste está vinculado, se houver"
"E530","7","DESCR_AJ","char","True","","","","","","","","C","O","","","Descrição detalhada do ajuste, com citação dos documentos fiscais."
"E990","2","QTD_LIN_E","int","True","","","","","","","","N","O","","","Quantidade total de linhas do Bloco E"
"G001","2","IND_MOV","char","True","","","","","","001*","","C","O","","","Indicador de movimento: 0- Bloco com dados informados; 1- Bloco sem dados informados"
"G110","2","DT_INI","date","True","","","","","","008*","","N","O","","","Data inicial a que a apuração se refere"
"G110","3","DT_FIN","date","True","","","","","","008*","","N","O","","","Data final a que a apuração se refere"
"G110","4","SALDO_IN_ICMS","float","True","","","","","","","02","N","O","","","Saldo inicial de ICMS do CIAP, composto por ICMS de bens que entraram anteriormente ao período de apuração (somatório dos campos 05 a 08 dos registros G125)"
"G110","5","SOM_PARC","float","True","","","","","","","02","N","O","","","Somatório das parcelas de ICMS passível de apropriação de cada bem (campo 10 do G125)"
"G110","6","VL_TRIB_EXP","float","True","","","","","","","02","N","O","","","Valor do somatório das saídas tributadas e saídas para exportação"
"G110","7","VL_TOTAL","float","True","","","","","","","02","N","O","","","Valor total de saídas"
"G110","8","IND_PER_SAI","float","True","","","","","","","08","N","O","","","Índice de participação do valor do somatório das saídas tributadas e saídas para exportação no valor total de saídas (Campo 06 dividido pelo campo 07)"
"G110","9","ICMS_APROP","float","True","","","","","","","02","N","O","","","Valor de ICMS a ser apropriado na apuração do ICMS, correspondente á multiplicação do campo 05 pelo campo 08."
"G110","10","SOM_ICMS_OC","float","True","","","","","","","02","N","O","","","Valor de outros créditos a ser apropriado na Apuração do ICMS, correspondente ao somatório do campo 09 do registro G126."
"G125","2","COD_IND_BEM","char","True","","","","","","060","","C","O","","","Código individualizado do bem ou componente adotado no controle patrimonial do estabelecimento informante"
"G125","3","DT_MOV","date","True","","","","","","008*","","N","O","","","Data da movimentação ou do saldo inicial"
"G125","4","TIPO_MOV","char","True","","","","","","002*","","C","O","","","Tipo de movimentação do bem ou componente: SI = Saldo inicial de bens imobilizados; IM = Imobilização de bem individual; IA = Imobilização em Andamento - Componente; CI = Conclusão de Imobilização em Andamento – Bem Resultante; MC = Imobilização oriunda do Ativo Circulante; BA = Baixa do bem - Fim do período de apropriação; AT = Alienação ou Transferência; PE = Perecimento, Extravio ou Deterioração; OT = Outras Saídas do Imobilizado"
"G125","5","VL_IMOB_ICMS_OP","float","","","","True","","","","02","N","OC","","","Valor do ICMS da Operação Própria na entrada do bem ou componente"
"G125","6","VL_IMOB_ICMS_ST","float","","","","True","","","","02","N","OC","","","Valor do ICMS da Oper. por Sub. Tributária na entrada do bem ou componente"
"G125","7","VL_IMOB_ICMS_FRT","float","","","","True","","","","02","N","OC","","","Valor do ICMS sobre Frete do Conhecimento de Transporte na entrada do bem ou componente"
"G125","8","VL_IMOB_ICMS_DIF","float","","","","True","","","","02","N","OC","","","Valor do ICMS - Diferencial de Alíquota, conforme Doc. de Arrecadação, na entrada do bem ou componente"
"G125","9","NUM_PARC","int","","","","True","","","003","","N","OC","","","Número da parcela do ICMS"
"G125","10","VL_PARC_PASS","float","","","","True","","","","02","N","OC","","","Valor da parcela de ICMS passível de apropriação (antes da aplicação da participação percentual do valor das saídas tributadas/exportação sobre as saídas totais)"
"G126","2","DT_INI","date","True","","","","","","008*","","N","O","","","Data inicial do período de apuração"
"G126","3","DT_FIM","date","True","","","","","","008*","","N","O","","","Data final do período de apuração"
"G126","4","NUM_PARC","int","True","","","","","","003","","N","O","","","Número da parcela do ICMS"
"G126","5","VL_PARC_PASS","float","True","","","","","","","02","N","O","","","Valor da parcela de ICMS passível de apropriação - antes da aplicação da participação percentual do valor das saídas tributadas/exportação sobre as saídas totais"
"G126","6","VL_TRIB_OC","float","True","","","","","","","02","N","O","","","Valor do somatório das saídas tributadas e saídas para exportação no período indicado neste registro"
"G126","7","VL_TOTAL","float","True","","","","","","","02","N","O","","","Valor total de saídas no período indicado neste registro"
"G126","8","IND_PER_SAI","float","True","","","","","","","08","N","O","","","Índice de participação do valor do somatório das saídas tributadas e saídas para exportação no valor total de saídas (Campo 06 dividido pelo campo 07)"
"G126","9","VL_PARC_APROP","float","True","","","","","","","02","N","O","","","Valor de outros créditos de ICMS a ser apropriado na apuração (campo 05 vezes o campo 08)"
"G130","2","IND_EMIT","char","True","","","","","","001*","","C","O","","","Indicador do emitente do documento fiscal: 0- Emissão própria; 1- Terceiros"
"G130","3","COD_PART","char","True","","","","","","060","","C","O","","","Código do participante : - do emitente do documento ou do remetente das mercadorias, no caso de entradas; - do adquirente, no caso de saídas"
"G130","4","COD_MOD","char","True","","","","","","002*","","C","O","","","Código do modelo de documento fiscal, conforme tabela 4.1.1"
"G130","5","SERIE","char","","","","True","","","003","","C","OC","","","Série do documento fiscal"
"G130","6","NUM_DOC","int","True","","","","","","009","","N","O","","","Número de documento fiscal"
"G130","7","CHV_NFE_CTE","int","","","","True","","","044*","","N","OC","","","Chave do documento fiscal eletrônico"
"G130","8","DT_DOC","date","True","","","","","","008*","","N","O","","","Data da emissão do documento fiscal"
"G140","2","NUM_ITEM","int","True","","","","","","003","","N","O","","","Número sequencial do item no documento fiscal"
"G140","3","COD_ITEM","char","True","","","","","","060","","C","O","","","Código correspondente do bem no documento fiscal (campo 02 do registro 0200)"
"G990","2","QTD_LIN_G","int","True","","","","","","","","N","O","","","Quantidade total de linhas do Bloco G"
"H001","2","IND_MOV","char","True","","","","","","001*","","C","O","","","Indicador de movimento: 0- Bloco com dados informados; 1- Bloco sem dados informados"
"H005","2","DT_INV","date","True","","","","","","008*","","N","O","","","Data do inventário"
"H005","3","VL_INV","float","True","","","","","","","02","N","O","","","Valor total do estoque"
"H005","4","MOT_INV","char","True","","","","","","002*","","C","O","","","Informe o motivo do Inventário: 01 – No final no período; 02 – Na mudança de forma de tributação da mercadoria (ICMS); 03 – Na solicitação da baixa cadastral, paralisação temporária e outras situações; 04 – Na alteração de regime de pagamento – condição do contribuinte; 05 – Por determinação dos fiscos."
"H010","2","COD_ITEM","char","True","","","","","","060","","C","O","","","Código do item (campo 02 do Registro 0200)"
"H010","3","UNID","char","True","","","","","","006","","C","O","","","Unidade do item"
"H010","4","QTD","float","True","","","","","","","03","N","O","","","Quantidade do item"
"H010","5","VL_UNIT","float","True","","","","","","","06","N","O","","","Valor unitário do item"
"H010","6","VL_ITEM","float","True","","","","","","","02","N","O","","","Valor do item"
"H010","7","IND_PROP","char","True","","","","","","001*","","C","O","","","Indicador de propriedade/posse do item: 0- Item de propriedade do informante e em seu poder; 1- Item de propriedade do informante em posse de terceiros; 2- Item de propriedade de terceiros em posse do informante"
"H010","8","COD_PART","char","","","","True","","","060","","C","OC","","","Código do participante (campo 02 do Registro 0150): - proprietário/possuidor que não seja o informante do arquivo"
"H010","9","TXT_COMPL","char","","","","True","","","","","C","OC","","","Descrição complementar."
"H010","10","COD_CTA","char","","","","True","","","","","C","OC","","","Código da conta analítica contábil debitada/creditada"
"H010","11","VL_ITEM_IR","float","","","","True","","","","02","N","OC","","","Valor do item para efeitos do Imposto de Renda."
"H020","2","CST_ICMS","int","True","","","","","","003*","","N","O","","","Código da Situação Tributária referente ao ICMS, conforme a Tabela indicada no item 4.3.1"
"H020","3","BC_ICMS","float","True","","","","","","","02","N","O","","","Informe a base de cálculo do ICMS"
"H020","4","VL_ICMS","float","True","","","","","","","02","N","O","","","Informe o valor do ICMS a ser debitado ou creditado"
"H990","2","QTD_LIN_H","int","True","","","","","","","","N","O","","","Quantidade total de linhas do Bloco H"
"K001","2","IND_MOV","char","True","","","","","","001*","","C","O","","","Indicador de movimento: 0- Bloco com dados informados; 1- Bloco sem dados informados"
"K100","2","DT_INI","date","True","","","","","","8","","N","O","","","Data inicial a que a apuração se refere"
"K100","3","DT_FIN","date","True","","","","","","8","","N","O","","","Data final a que a apuração se refere"
"K200","2","DT_EST","date","True","","","","","","8","","N","O","","","Data do estoque final"
"K200","3","COD_ITEM","char","True","","","","","","60","","C","O","","","Código do item (campo 02 do Registro 0200)"
"K200","4","QTD","float","True","","","","","","","3","N","O","","","Quantidade em estoque"
"K200","5","IND_EST","char","True","","","","","","1","","C","O","","","Indicador do tipo de estoque: 0 = Estoque de propriedade do informante e em seu poder; 1 = Estoque de propriedade do informante e em posse de terceiros; 2 = Estoque de propriedade de terceiros e em posse do informante"
"K200","6","COD_PART","char","","","","True","","","60","","C","OC","","","Código do participante (campo 02 do Registro 0150): - proprietário/possuidor que não seja o informante do arquivo"
"K210","2","DT_INI_OS","date","","","","True","","","008*","","N","OC","","","Data de início da ordem de serviço"
"K210","3","DT_FIN_OS","date","","","","True","","","008*","","N","OC","","","Data de conclusão da ordem de serviço"
"K210","4","COD_DOC_OS","char","","","","True","","","030","","C","OC","","","Código de identificação da ordem de serviço"
"K210","5","COD_ITEM_ORI","char","True","","","","","","060","","C","O","","","Código do item de origem (campo 02 do Registro 0200)"
"K210","6","QTD_ORI","float","True","","","","","","","03","N","O","","","Quantidade de origem – saída do estoque"
"K215","2","COD_ITEM_DES","char","True","","","","","","060","","C","O","","","Código do item de destino (campo 02 do Registro 0200)"
"K215","3","QTD_DES","float","True","","","","","","","03","N","O","","","Quantidade de destino – entrada em estoque"
"K220","2","DT_MOV","date","True","","","","","","8","","N","O","","","Data da movimentação interna"
"K220","3","COD_ITEM_ORI","char","True","","","","","","60","","C","O","","","Código do item de origem (campo 02 do Registro 0200)"
"K220","4","COD_ITEM_DEST","char","True","","","","","","60","","C","O","","","Código do item de destino (campo 02 do Registro 0200)"
"K220","5","QTD","float","True","","","","","","","3","N","O","","","Quantidade movimentada"
"K230","2","DT_INI_OP","date","","","","True","","","8","","N","OC","","","Data de início da ordem de produção"
"K230","3","DT_FIN_OP","date","","","","True","","","8","","N","OC","","","Data de conclusão da ordem de produção"
"K230","4","COD_DOC_OP","char","","","","True","","","30","","C","OC","","","Código de identificação da ordem de produção"
"K230","5","COD_ITEM","char","True","","","","","","60","","C","O","","","Código do item produzido (campo 02 do Registro 0200)"
"K230","6","QTD_ENC","float","True","","","","","","","3","N","O","","","Quantidade de produção acabada"
"K235","2","DT_SAÍDA","date","True","","","","","","8","","N","O","","","Data de saída do estoque para alocação ao produto"
"K235","3","COD_ITEM","char","True","","","","","","60","","C","O","","","Código do item componente/insumo (campo 02 do Registro 0200)"
"K235","4","QTD","float","True","","","","","","","3","N","O","","","Quantidade consumida do item"
"K235","5","COD_INS_SUBST","char","","","","True","","","60","","C","OC","","","Código do insumo que foi substituído, caso ocorra a substituição (campo 02 do Registro 0210)"
"K250","2","DT_PROD","date","True","","","","","","8","","N","O","","","Data do reconhecimento da produção ocorrida no terceiro"
"K250","3","COD_ITEM","char","True","","","","","","60","","C","O","","","Código do item produzido (campo 02 do Registro 0200)"
"K250","4","QTD","float","True","","","","","","","3","N","O","","","Quantidade produzida"
"K255","2","DT_CONS","date","True","","","","","","8","","N","O","","","Data do reconhecimento do consumo do insumo referente ao produto informado no campo 04 do Registro K250"
"K255","3","COD_ITEM","char","True","","","","","","60","","C","O","","","Código do insumo (campo 02 do Registro 0200)"
"K255","4","QTD","float","True","","","","","","","3","N","O","","","Quantidade de consumo do insumo."
"K255","5","COD_INS_SUBST","char","","","","True","","","60","","C","OC","","","Código do insumo que foi substituído, caso ocorra a substituição (campo 02 do Registro 0210)"
"K260","2","COD_OP_OS","char","","","","True","","","030","","C","OC","","","Código de identificação da ordem de produção, no reprocessamento, ou da ordem de serviço, no reparo"
"K260","3","COD_ITEM","char","True","","","","","","060","","C","O","","","Código do produto/insumo a ser reprocessado/reparado ou já reprocessado/reparado (campo 02 do Registro 0200)"
"K260","4","DT_SAÍDA","date","True","","","","","","008*","","N","O","","","Data de saída do estoque"
"K260","5","QTD_SAÍDA","float","True","","","","","","","03","N","O","","","Quantidade de saída do estoque"
"K260","6","DT_RET","date","","","","True","","","008*","","N","OC","","","Data de retorno ao estoque (entrada)"
"K260","7","QTD_RET","float","","","","True","","","","03","N","OC","","","Quantidade de retorno ao estoque (entrada)"
"K265","2","COD_ITEM","char","True","","","","","","060","","C","O","","","Código da mercadoria (campo 02 do Registro 0200)"
"K265","3","QTD_CONS","float","","","","True","","","","03","N","OC","","","Quantidade consumida – saída do estoque"
"K265","4","QTD_RET","float","","","","True","","","","03","N","OC","","","Quantidade retornada – entrada em estoque"
"K270","2","DT_INI_AP","date","","","","True","","","008*","","N","OC","","","Data inicial do período de apuração em que ocorreu o apontamento que está sendo corrigido"
"K270","3","DT_FIN_AP","date","","","","True","","","008*","","N","OC","","","Data final do período de apuração em que ocorreu o apontamento que está sendo corrigido"
"K270","4","COD_OP_OS","char","","","","True","","","030","","C","OC","","","Código de identificação da ordem de produção ou da ordem de serviço que está sendo corrigida"
"K270","5","COD_ITEM","char","True","","","","","","060","","C","O","","","Código da mercadoria que está sendo corrigido (campo 02 do Registro 0200)"
"K270","6","QTD_COR_POS","float","","","","True","","","","03","N","OC","","","Quantidade de correção positiva de apontamento ocorrido em período de apuração anterior"
"K270","7","QTD_COR_NEG","float","","","","True","","","","03","N","OC","","","Quantidade de correção negativa de apontamento ocorrido em período de apuração anterior"
"K270","8","ORIGEM","char","True","","","","","","001","","C","O","","","1 - correção de apontamento de produção e/ou consumo relativo aos Registros K230/K235; 2 - correção de apontamento de produção e/ou consumo relativo aos Registros K250/K255; 3 - correção de apontamento de desmontagem e/ou consumo relativo aos Registros K210/K215; 4 - correção de apontamento de reprocessamento/reparo e/ou consumo relativo aos Registros K260/K265; 5 - correção de apontamento de movimentação interna relativo ao Registro K220."
"K275","2","COD_ITEM","char","True","","","","","","060","","C","O","","","Código da mercadoria (campo 02 do Registro 0200)"
"K275","3","QTD_COR_POS","float","","","","True","","","","03","N","OC","","","Quantidade de correção positiva de apontamento ocorrido em período de apuração anterior"
"K275","4","QTD_COR_NEG","float","","","","True","","","","03","N","OC","","","Quantidade de correção negativa de apontamento ocorrido em período de apuração anterior"
"K275","5","COD_INS_SUBST","char","","","","True","","","060","","C","OC","","","Código do insumo que foi substituído, caso ocorra a substituição, relativo aos Registros K235/K255."
"K280","2","DT_EST","date","True","","","","","","008*","","N","O","","","Data do estoque final escriturado que está sendo corrigido"
"K280","3","COD_ITEM","char","True","","","","","","060","","C","O","","","Código do item (campo 02 do Registro 0200)"
"K280","4","QTD_COR_POS","float","","","","True","","","","03","N","OC","","","Quantidade de correção positiva de apontamento ocorrido em período de apuração anterior"
"K280","5","QTD_COR_NEG","float","","","","True","","","","03","N","OC","","","Quantidade de correção negativa de apontamento ocorrido em período de apuração anterior"
"K280","6","IND_EST","char","True","","","","","","001","","C","O","","","Indicador do tipo de estoque: 0 = Estoque de propriedade do informante e em seu poder; 1 = Estoque de propriedade do informante e em posse de terceiros; 2 = Estoque de propriedade de terceiros e em posse do informante"
"K280","7","COD_PART","char","","","","True","","","060","","C","OC","","","Código do participante (campo 02 do Registro 0150): - proprietário/possuidor que não seja o informante do arquivo"
"K990","2","QTD_LIN_K","int","True","","","","","","","","N","O","","","Quantidade total de linhas do Bloco K"
"1001","2","IND_MOV","int","True","","","","","","001*","","N","O","","","Indicador de movimento: 0- Bloco com dados informados; 1- Bloco sem dados informados"
"1010","2","IND_EXP","char","True","","","","","","001*","","C","O","","","Reg. 1100 - Ocorreu averbação (conclusão) de exportação no período: S – Sim N - Não"
"1010","3","IND_CCRF","char","True","","","","","","001*","","C","O","","","Reg 1200 – Existem informações acerca de créditos de ICMS a serem controlados, definidos pela Sefaz: S – Sim N - Não"
"1010","4","IND_COMB","char","True","","","","","","001*","","C","O","","","Reg. 1300 – É comercio varejista de combustíveis com movimentação e/ou estoque no período: S – Sim N - Não"
"1010","5","IND_USINA","char","True","","","","","","001*","","C","O","","","Reg. 1390 – Usinas de açúcar e/álcool – O estabelecimento é"
"1010","6","IND_VA","char","True","","","","","","001*","","C","O","","","Reg 1400 – Sendo o registro obrigatório em sua Unidade de Federação, existem informações a serem prestadas neste registro: S – Sim; N - Não"
"1010","7","IND_EE","char","True","","","","","","001*","","C","O","","","Reg 1500 - A empresa é distribuidora de energia e ocorreu fornecimento de energia elétrica para consumidores de outra UF: S – Sim; N - Não"
"1010","8","IND_CART","char","True","","","","","","001*","","C","O","","","Reg 1600 - Realizou vendas com Cartão de Crédito ou de débito: S – Sim; N - Não"
"1010","9","IND_FORM","char","True","","","","","","001*","","C","O","","","Reg. 1700 – Foram emitidos documentos fiscais em papel no período em unidade da federação que exija o controle de utilização de documentos fiscais: S – Sim N - Não"
"1010","10","IND_AER","char","True","","","","","","001*","","C","O","","","Reg 1800 – A empresa prestou serviços de transporte aéreo de cargas e de passageiros: S – Sim N - Não"
"1100","2","IND_DOC","int","True","","","","","","001*","","N","O","","","Informe o tipo de documento: 0 – Declaração de Exportação; 1 - Declaração Simplificada de Exportação."
"1100","3","NRO_DE","int","True","","","","","","011","","N","O","","","Número da declaração"
"1100","4","DT_DE","date","True","","","","","","008*","","N","O","","","Data da declaração (DDMMAAAA)"
"1100","5","NAT_EXP","int","True","","","","","","001*","","N","O","","","Preencher com: 0 - Exportação Direta 1 - Exportação Indireta"
"1100","6","NRO_RE","int","","","","True","","","012","","N","OC","","","Nº do registro de Exportação"
"1100","7","DT_RE","date","","","","True","","","008*","","N","OC","","","Data do Registro de Exportação (DDMMAAAA)"
"1100","8","CHC_EMB","char","","","","True","","","018","","C","OC","","","Nº do conhecimento de embarque"
"1100","9","DT_CHC","date","","","","True","","","008*","","N","OC","","","Data do conhecimento de embarque (DDMMAAAA)"
"1100","10","DT_AVB","date","True","","","","","","008*","","N","O","","","Data da averbação da Declaração de exportação (ddmmaaaa)"
"1100","11","TP_CHC","int","True","","","","","","002*","","N","O","","","Informação do tipo de conhecimento de embarque: 01 – AWB; 02 – MAWB; 03 – HAWB; 04 – COMAT;"
"1100","12","PAIS","int","True","","","","","","003","","N","O","","","Código do país de destino da mercadoria (Preencher conforme tabela do SISCOMEX)"
"1105","2","COD_MOD","char","True","","","","","","002*","","C","O","","","Código do modelo da NF, conforme tabela 4.1.1"
"1105","3","SERIE","char","","","","True","","","003","","C","OC","","","Série da Nota Fiscal"
"1105","4","NUM_DOC","int","True","","","","","","009","","N","O","","","Número de Nota Fiscal de Exportação emitida pelo Exportador"
"1105","5","CHV_NFE","int","","","","True","","","044*","","N","OC","","","Chave da Nota Fiscal Eletrônica"
"1105","6","DT_DOC","date","True","","","","","","008*","","N","O","","","Data da emissão da NF de exportação"
"1105","7","COD_ITEM","char","True","","","","","","060","","C","O","","","Código do item (campo 02 do Registro 0200)"
"1110","2","COD_PART","char","True","","","","","","060","","C","O","","","Código do participante-Fornecedor da Mercadoria destinada à exportação (campo 02 do Registro 0150)"
"1110","3","COD_MOD","char","True","","","","","","002*","","C","O","","","Código do documento fiscal, conforme a Tabela 4.1.1"
"1110","4","SER","char","","","","True","","","004","","C","OC","","","Série do documento fiscal recebido com fins específicos de exportação."
"1110","5","NUM_DOC","int","True","","","","","","009","","N","O","","","Número do documento fiscal recebido com fins específicos de exportação."
"1110","6","DT_DOC","date","True","","","","","","008*","","N","O","","","Data da emissão do documento fiscal recebido com fins específicos de exportação"
"1110","7","CHV_NFE","int","","","","True","","","044*","","N","OC","","","Chave da Nota Fiscal Eletrônica"
"1110","8","NR_MEMO","int","","","","True","","","","","N","OC","","","Número do Memorando de Exportação"
"1110","9","QTD","float","True","","","","","","","03","N","O","","","Quantidade do item efetivamente exportado."
"1110","10","UNID","char","True","","","","","","006","","C","O","","","Unidade do item (Campo 02 do registro 0190)"
"1200","2","COD_AJ_APUR","char","True","","","","","","008*","","C","O","","","Código de ajuste, conforme informado na Tabela indicada no item 5.1.1."
"1200","3","SLD_CRED","float","True","","","","","","","02","N","O","","","Saldo de créditos fiscais de períodos anteriores"
"1200","4","CRED_APR","float","True","","","","","","","02","N","O","","","Total de crédito apropriado no mês"
"1200","5","CRED_RECEB","float","True","","","","","","","02","N","O","","","Total de créditos recebidos por transferência"
"1200","6","CRED_UTIL","float","True","","","","","","","02","N","O","","","Total de créditos utilizados no período"
"1200","7","SLD_CRED_FIM","float","True","","","","","","","02","N","O","","","Saldo de crédito fiscal acumulado a transportar para o período seguinte"
"1210","2","TIPO_UTIL","char","True","","","","","","004*","","C","O","","","Tipo de utilização do crédito, conforme tabela indicada no item 5.5."
"1210","3","NR_DOC","char","","","","True","","","","","C","OC","","","Número do documento utilizado na baixa de créditos"
"1210","4","VL_CRED_UTIL","float","True","","","","","","","02","N","O","","","Total de crédito utilizado"
"1210","5","CHV_DOCe","int","","","","True","","","044*","","N","OC","","","Chave do Documento Eletrônico"
"1300","2","COD_ITEM","char","True","","","","","","060","","C","O","","","Código do Produto, constante do registro 0200"
"1300","3","DT_FECH","date","True","","","","","","008*","","N","O","","","Data do fechamento da movimentação"
"1300","4","ESTQ_ABERT","float","True","","","","","","","03","N","O","","","Estoque no inicio do dia, em litros"
"1300","5","VOL_ENTR","float","True","","","","","","","03","N","O","","","Volume Recebido no dia (em litros)"
"1300","6","VOL_DISP","float","True","","","","","","","03","N","O","","","Volume Disponível (04 + 05), em litros"
"1300","7","VOL_SAIDAS","float","True","","","","","","","03","N","O","","","Volume Total das Saídas, em litros"
"1300","8","ESTQ_ESCR","float","True","","","","","","","03","N","O","","","Estoque Escritural (06 – 07), litros"
"1300","9","VAL_AJ_PERDA","float","True","","","","","","","03","N","O","","","Valor da Perda, em litros"
"1300","10","VAL_AJ_GANHO","float","True","","","","","","","03","N","O","","","Valor do ganho, em litros"
"1300","11","FECH_FISICO","float","True","","","","","","","03","N","O","","","Estoque de Fechamento, em litros"
"1310","2","NUM_TANQUE","char","True","","","","","","003","","C","O","","","Tanque que armazena o combustível."
"1310","3","ESTQ_ABERT","float","True","","","","","","","03","N","O","","","Estoque no inicio do dia, em litros"
"1310","4","VOL_ENTR","float","True","","","","","","","03","N","O","","","Volume Recebido no dia (em litros)"
"1310","5","VOL_DISP","float","True","","","","","","","03","N","O","","","Volume Disponível (03 + 04), em litros"
"1310","6","VOL_SAIDAS","float","True","","","","","","","03","N","O","","","Volume Total das Saídas, em litros"
"1310","7","ESTQ_ESCR","float","True","","","","","","","03","N","O","","","Estoque Escritural(05 – 06), litros"
"1310","8","VAL_AJ_PERDA","float","True","","","","","","","03","N","O","","","Valor da Perda, em litros"
"1310","9","VAL_AJ_GANHO","float","True","","","","","","","03","N","O","","","Valor do ganho, em litros"
"1310","10","FECH_FISICO","float","True","","","","","","","03","N","O","","","Volume aferido no tanque, em litros. Estoque de fechamento físico do tanque."
"1320","2","NUM_BICO","int","True","","","","","","","","N","O","","","Bico Ligado à Bomba"
"1320","3","NR_INTERV","int","","","","True","","","","","N","OC","","","Número da intervenção"
"1320","4","MOT_INTERV","char","","","","True","","","050","","C","OC","","","Motivo da Intervenção"
"1320","5","NOM_INTERV","char","","","","True","","","030","","C","OC","","","Nome do Interventor"
"1320","6","CNPJ_INTERV","int","","","","True","","","014*","","N","OC","","","CNPJ da empresa responsável pela intervenção"
"1320","7","CPF_INTERV","int","","","","True","","","011*","","N","OC","","","CPF do técnico responsável pela intervenção"
"1320","8","VAL_FECHA","float","True","","","","","","","03","N","O","","","Valor da leitura final do contador, no fechamento do bico."
"1320","9","VAL_ABERT","float","True","","","","","","","03","N","O","","","Valor da leitura inicial do contador, na abertura do bico."
"1320","10","VOL_AFERI","float","","","","True","","","","03","N","OC","","","Aferições da Bomba, em litros"
"1320","11","VOL_VENDAS","float","True","","","","","","","03","N","O","","","Vendas (08 – 09 - 10 ) do bico , em litros"
"1350","2","SERIE","char","True","","","","","","","","C","O","","","Número de Série da Bomba"
"1350","3","FABRICANTE","char","True","","","","","","060","","C","O","","","Nome do Fabricante da Bomba"
"1350","4","MODELO","char","True","","","","","","","","C","O","","","Modelo da Bomba"
"1350","5","TIPO_MEDICAO","char","True","","","","","","001","","C","O","","","Identificador de medição: 0 - analógico; 1 – digital"
"1360","2","NUM_LACRE","char","True","","","","","","020","","C","O","","","Número do Lacre associado na Bomba"
"1360","3","DT_APLICACAO","date","True","","","","","","008*","","N","O","","","Data de aplicação do Lacre"
"1370","2","NUM_BICO","int","True","","","","","","003","","N","O","","","Número sequencial do bico ligado a bomba"
"1370","3","COD_ITEM","char","True","","","","","","060","","C","O","","","Código do Produto, constante do registro 0200"
"1370","4","NUM_TANQUE","char","True","","","","","","003","","C","O","","","Tanque que armazena o combustível."
"1390","2","COD_PROD","int","True","","","","","","002*","","N","O","","","Código do produto: 01 – Álcool Etílico Hidratado Carburante 02 - Álcool Etílico Anidro Carburante 03 – Açúcar"
"1391","2","DT_REGISTRO","date","True","","","","","","008*","","C","O","","","Data de produção (DDMMAAAA)"
"1391","3","QTD_MOID","float","","","","True","","","","02","N","OC","","","Quantidade de cana esmagada (toneladas)"
"1391","4","ESTQ_INI","float","True","","","","","","","02","N","O","","","Estoque inicial (litros / Kg)"
"1391","5","QTD_PRODUZ","float","","","","True","","","","02","N","OC","","","Quantidade produzida (litros / Kg)"
"1391","6","ENT_ANID_HID","float","","","","True","","","","02","N","OC","","","Entrada de álcool anidro decorrente da transformação do álcool hidratado ou Entrada de álcool hidratado decorrente da transformação do álcool anidro (litros)"
"1391","7","OUTR_ENTR","float","","","","True","","","","02","N","OC","","","Outras entradas (litros / Kg)"
